mean_iba1_to_iba1_distance,mean_iba1_to_tcell_distance,mean_tcell_to_iba1_distance,mean_tcell_to_tcell_distance,iba1_cells_near_tcell_count,iba1_cells_near_tcell_percent,tcell_near_iba1_count,tcell_near_iba1_percent,interaction_threshold_pixels
56.82965077182344,142.20270206414955,25.580459846253387,109.19203271178608,69,18.852459016393443,55,90.1639344262295,50
