pixel_size_um_per_pixel,total_macrophages,total_tcells,avg_macro_to_tcell_distance_pixels,avg_macro_to_tcell_distance_um,median_macro_to_tcell_distance_pixels,median_macro_to_tcell_distance_um,min_macro_to_tcell_distance_pixels,min_macro_to_tcell_distance_um,max_macro_to_tcell_distance_pixels,max_macro_to_tcell_distance_um,ameboid_count,ameboid_avg_area_um2,ameboid_avg_solidity,ameboid_avg_circularity,ameboid_avg_complexity,ameboid_avg_distance_to_tcell_um,ramified_count,ramified_avg_area_um2,ramified_avg_solidity,ramified_avg_circularity,ramified_avg_complexity,ramified_avg_distance_to_tcell_um,hyperramified_count,hyperramified_avg_area_um2,hyperramified_avg_solidity,hyperramified_avg_circularity,hyperramified_avg_complexity,hyperramified_avg_distance_to_tcell_um,rod_count,rod_avg_area_um2,rod_avg_solidity,rod_avg_circularity,rod_avg_complexity,rod_avg_distance_to_tcell_um
0.35,366,61,142.20270206414955,49.770945722452325,118.70692603198874,41.54742411119606,1.447843913738906,0.5067453698086171,563.6719568722443,197.2851849052855,70,41.1565,0.968500109756608,0.9622174515900945,3.618863627864083,63.96998207345457,18,119.87305555555557,0.8108148020776594,0.548570507374073,4.9615642170133025,63.33336009337555,72,157.74767361111108,0.7934094984342911,0.456719003564594,5.352684873103702,44.63106257212307,186,97.77278225806451,0.9238396200011667,0.7645006425018233,4.102280260437505,45.524977208113775
