iba1_to_nearest_iba1,iba1_to_nearest_tcell
29.69596134897463,98.89778229666246
29.69596134897463,71.13276399017485
66.96655988992535,4.166210468469794
87.77781344582154,84.40844200995534
77.51471220542813,187.65273199776252
33.11870735118622,130.6118432988396
33.11870735118622,155.70627009489925
81.00735264262312,320.28177010012257
53.495734036103485,351.9549375615552
53.495734036103485,400.73519936644095
55.34353166265207,384.0264356603681
55.34353166265207,330.1539751613699
47.76182137205514,239.43089980204334
66.51779138759593,122.10381809625386
31.634229787579443,68.86248160830823
19.904018817687113,475.01815269624814
47.043359353930015,205.2103399489574
87.74021017124446,251.43318789147324
27.907555081784178,191.6862569589256
19.904018817687113,455.15627204941535
31.634229787579443,53.91375790131787
47.043359353930015,191.61204904101524
103.8232555261213,39.06563535376293
27.907555081784178,182.00707440299868
63.99372442729789,130.21318951947617
31.34018598293821,39.70629652615449
54.480974766764874,12.04061163877075
45.698415557177604,121.89698794043754
76.63191997462388,67.74323113232494
49.43163479769221,234.20739547537806
31.34018598293821,66.22610734432237
103.37101962308017,181.52335153099557
52.84386516353513,151.33618625370835
44.7075198838225,187.75528139467568
43.89255581599599,442.60207284964156
43.89255581599599,472.34268097161265
46.61876822374949,7.473932230591604
51.5423432588127,86.96546149196405
51.557743442245865,402.0955448776092
69.27290947533061,76.52758741246481
51.557743442245865,356.07389491086235
44.7075198838225,162.10959021523576
77.94383626479835,128.28079194317593
93.66078336780922,201.35635022679855
39.11777546610852,161.92338501469715
63.277133739081776,139.77385982983913
64.39947958309386,223.84856778812184
101.41490821104591,381.2067627994935
70.49608677279602,140.87522515878382
37.96583246246512,286.2753700749774
37.96583246246512,251.23780466715226
39.11777546610852,189.15397985172328
53.11141597486023,157.90952195699106
83.16637940266213,102.19686198379189
38.959546350389736,263.53176861544483
35.71453803365171,135.2188958115405
38.959546350389736,246.0802040098386
63.277133739081776,129.65237504546826
81.12195691274474,291.3760498124675
53.11141597486023,205.1444719391781
25.378524873141078,166.0522866022287
55.794533932378066,91.85737606103707
25.378524873141078,188.05233231811096
100.44984927653104,338.98330739778396
62.587306579668954,407.986015085379
17.972602162863595,235.40438724456095
62.8340232647983,142.15517340958002
50.314354482153284,269.6653576820696
17.972602162863595,228.46199835751827
50.270097606329806,50.297017489425144
50.270097606329806,64.10605922502029
72.54397325805499,102.67269873510551
31.53878423177343,195.73798895911463
46.929519514851236,200.28822914785948
31.53878423177343,200.83838755378414
81.12195691274474,302.65223989348885
32.61529387172524,181.82995241347285
32.61529387172524,151.91144775987536
62.587306579668954,348.20953898260325
62.22922208032161,177.86526781710893
55.794533932378066,70.89115238401486
48.847282437545786,237.80859881900975
52.43478776849485,6.174836237045055
55.751120715370575,50.044308304208876
116.58393762736628,180.30616828854303
83.5157215211462,158.92102059983966
37.70427505424398,229.99157460973893
65.34442865196844,69.20107595902532
37.70427505424398,192.9080931579471
70.39991069087495,3.4874585323897582
101.38002483308018,176.25905529678212
35.65882205825565,188.15874595008827
70.37991412048757,14.68766677862544
45.846900629312856,102.95171392523275
35.65882205825565,166.4369213210397
58.941109093847295,135.81790956591982
109.6738690689175,98.95408765468558
45.846900629312856,68.39026027075863
51.554770031169134,103.72098979316726
46.8479361941522,58.46122112559999
40.509338305026084,53.656336856755196
50.0963067410729,18.923060386187675
28.801169138265784,85.23086458588573
57.36525316905646,16.88864547217621
44.769709718574326,49.7931530875344
50.20182346790741,1.447843913738906
38.99243084760447,152.6066939036321
37.220124237457036,48.39098825339926
45.82708699544085,91.29146510131936
115.20433095785296,186.99838925488092
37.220124237457036,72.29360238484297
48.73715528501091,164.40253147097252
28.801169138265784,61.03363437771083
21.27400668373807,104.0981160025684
44.769709718574326,8.548193850341843
50.0963067410729,44.890084809119486
84.03483449439501,118.96992380364404
38.99243084760447,115.87796608637227
21.27400668373807,124.00572796361925
50.23541151740645,108.05072571402144
46.43178355092496,119.9542789183088
58.55996579771434,24.07677514415997
