metric,min,max,mean,median,std
area,23.0,1128.0,197.29508196721312,94.0,245.93370719864464
perimeter,15.31370849898476,135.29646455628165,48.29964809066477,40.04163056034262,34.018856953859796
solidity,0.7194092827004219,1.0,0.9193197798124174,0.9393939393939394,0.07746260083042363
eccentricity,0.0,0.9474390408641243,0.5991980027888368,0.6308919807368173,0.2250147746615744
