macrophage_id,centroid_x,centroid_y,morphology_classification,area_pixels,perimeter_pixels,major_axis_length_pixels,minor_axis_length_pixels,area_um2,perimeter_um,major_axis_length_um,minor_axis_length_um,solidity,eccentricity,circularity,complexity,aspect_ratio,roundness,extent,morph_area,morph_perimeter,morph_solidity,morph_circularity,morph_complexity,morph_eccentricity,morph_roundness,morph_aspect_ratio,morph_extent,has_nuclei,nuclei_count,distance_to_closest_tcell_pixels,distance_to_closest_tcell_um,closest_tcell_id,closest_tcell_area_pixels,closest_tcell_perimeter_pixels,closest_tcell_major_axis_length_pixels,closest_tcell_minor_axis_length_pixels,closest_tcell_area_um2,closest_tcell_perimeter_um,closest_tcell_major_axis_length_um,closest_tcell_minor_axis_length_um,closest_tcell_solidity,closest_tcell_eccentricity,closest_tcell_circularity,closest_tcell_aspect_ratio,closest_tcell_roundness
11,1438.5062761506276,16.723849372384937,ramified,1195.0,161.1543289325507,62.94780524520857,26.6191154181828,146.3875,56.40401512639274,22.031731835823,9.31669039636398,0.8603311735061195,0.9061875620764753,0.5782209424529201,4.661847078915961,2.3647594691373786,0.42287598931352705,0.5872235872235873,1195.0,161.1543289325507,0.8603311735061195,0.5782209424529201,4.661847078915961,0.9061875620764753,0.42287598931352705,2.3647594691373786,0.5872235872235873,True,1,384.0264356603681,134.40925248112885,2,23.0,15.313708498984761,6.014475292448898,4.86335007099463,2.8174999999999994,5.359797974644666,2.105066352357114,1.7021725248481205,1.0,0.5883484054145521,1.232471678482232,1.2366938848016846,0.8086075400626399
12,1493.4208893485006,9.846949327817994,hyperramified,967.0,146.42640687119285,62.90486700725797,21.266035060710372,118.45749999999998,51.249242404917496,22.016703452540288,7.44311227124863,0.9192015209125475,0.9411221855173902,0.5667578279412201,4.7087558026625995,2.9579969574806433,0.33806660871338773,0.7007246376811593,967.0,146.42640687119285,0.9192015209125475,0.5667578279412201,4.7087558026625995,0.9411221855173902,0.33806660871338773,2.9579969574806433,0.7007246376811593,False,0,330.1539751613699,115.55389130647946,2,23.0,15.313708498984761,6.014475292448898,4.86335007099463,2.8174999999999994,5.359797974644666,2.105066352357114,1.7021725248481205,1.0,0.5883484054145521,1.232471678482232,1.2366938848016846,0.8086075400626399
13,1585.2677304964539,9.078014184397164,rod,564.0,93.79898987322332,36.266684409934854,20.38340866006003,69.08999999999999,32.82964645562816,12.693339543477197,7.13419303102101,0.9757785467128027,0.8271085278436134,0.8055502654194793,3.949649975791699,1.7792256935414867,0.5620422432240931,0.8730650154798762,564.0,93.79898987322332,0.9757785467128027,0.8055502654194793,3.949649975791699,0.8271085278436134,0.5620422432240931,1.7792256935414867,0.8730650154798762,False,0,239.43089980204334,83.80081493071516,2,23.0,15.313708498984761,6.014475292448898,4.86335007099463,2.8174999999999994,5.359797974644666,2.105066352357114,1.7021725248481205,1.0,0.5883484054145521,1.232471678482232,1.2366938848016846,0.8086075400626399
14,1702.2809839167455,22.44938505203406,rod,1057.0,141.25483399593904,53.612066702824,26.685088108248998,129.4825,49.43919189857866,18.7642233459884,9.33978083788715,0.9018771331058021,0.867323955625538,0.665699473014044,4.34476033974929,2.00906463135309,0.4977440667633014,0.7254632807137955,1057.0,141.25483399593904,0.9018771331058021,0.665699473014044,4.34476033974929,0.867323955625538,0.4977440667633014,2.00906463135309,0.7254632807137955,False,0,122.10381809625386,42.73633633368885,2,23.0,15.313708498984761,6.014475292448898,4.86335007099463,2.8174999999999994,5.359797974644666,2.105066352357114,1.7021725248481205,1.0,0.5883484054145521,1.232471678482232,1.2366938848016846,0.8086075400626399
15,1768.253112033195,6.730290456431535,ameboid,241.0,58.97056274847714,21.982733386148603,14.388141736365759,29.522499999999997,20.639696961966997,7.693956685152011,5.035849607728015,0.964,0.7560445662544073,0.8708760800892547,3.7986278757017544,1.5278368665626678,0.654520140131062,0.8197278911564626,241.0,58.97056274847714,0.964,0.8708760800892547,3.7986278757017544,0.7560445662544073,0.654520140131062,1.5278368665626678,0.8197278911564626,False,0,68.86248160830823,24.101868562907878,2,23.0,15.313708498984761,6.014475292448898,4.86335007099463,2.8174999999999994,5.359797974644666,2.105066352357114,1.7021725248481205,1.0,0.5883484054145521,1.232471678482232,1.2366938848016846,0.8086075400626399
16,1311.2445652173913,16.608695652173914,ramified,184.0,61.798989873223334,26.41966485207442,9.766115808690364,22.539999999999996,21.629646455628166,9.246882698226045,3.418140533041627,0.8598130841121495,0.929169764615992,0.6054313898954207,4.555881977652364,2.7052377188241943,0.3696532814996534,0.8,184.0,61.798989873223334,0.8598130841121495,0.6054313898954207,4.555881977652364,0.929169764615992,0.3696532814996534,2.7052377188241943,0.8,True,1,475.01815269624814,166.25635344368683,5,106.0,40.970562748477136,17.23114439129834,8.138907196278764,12.984999999999998,14.339696961966997,6.030900536954419,2.848617518697567,0.954954954954955,0.8814180338075426,0.7935455687775086,2.1171324326165912,0.47233700858480876
17,26.011834319526628,20.227810650887573,rod,676.0,115.39696961966999,41.438363154235134,22.310209132338162,82.80999999999999,40.38893936688449,14.503427103982295,7.808573196318356,0.8883048620236531,0.8426925787905835,0.6379222521758868,4.438344985371923,1.8573722419379355,0.5383950386577465,0.5827586206896551,676.0,115.39696961966999,0.8883048620236531,0.6379222521758868,4.438344985371923,0.8426925787905835,0.5383950386577465,1.8573722419379355,0.5827586206896551,False,0,205.2103399489574,71.82361898213509,1,414.0,75.94112549695427,24.84248416708596,21.446442810045557,50.714999999999996,26.579393923933992,8.694869458480085,7.5062549835159444,0.9517241379310345,0.5046961831082879,0.902103040067883,1.1583498665545453,0.8632970304338625
18,1005.7498649378714,47.35116153430578,hyperramified,1851.0,205.58073580374358,80.01447096003987,30.793440652672306,226.74749999999997,71.95325753131024,28.005064836013954,10.777704228435306,0.8929088277858177,0.9229798012789061,0.5503658148528419,4.778363746492286,2.5984258096568396,0.38484839408675087,0.4877470355731225,1851.0,205.58073580374358,0.8929088277858177,0.5503658148528419,4.778363746492286,0.9229798012789061,0.38484839408675087,2.5984258096568396,0.4877470355731225,True,1,251.43318789147324,88.00161576201563,5,106.0,40.970562748477136,17.23114439129834,8.138907196278764,12.984999999999998,14.339696961966997,6.030900536954419,2.848617518697567,0.954954954954955,0.8814180338075426,0.7935455687775086,2.1171324326165912,0.47233700858480876
19,1632.4788732394366,16.309859154929576,ameboid,71.0,29.071067811865476,10.585058837178932,8.567327490643086,8.697499999999998,10.174873734152916,3.704770593012626,2.99856462172508,0.9594594594594594,0.5872862607043313,1.0557139114054181,3.450101006323166,1.2355146746449854,0.8093792979734064,0.8875,71.0,29.071067811865476,0.9594594594594594,1.0557139114054181,3.450101006323166,0.5872862607043313,0.8093792979734064,1.2355146746449854,0.8875,False,0,191.6862569589256,67.09018993562395,2,23.0,15.313708498984761,6.014475292448898,4.86335007099463,2.8174999999999994,5.359797974644666,2.105066352357114,1.7021725248481205,1.0,0.5883484054145521,1.232471678482232,1.2366938848016846,0.8086075400626399
20,1295.5073170731707,28.795121951219514,ameboid,205.0,50.62741699796952,17.194377625381843,15.211450893258963,25.112499999999997,17.71959594928933,6.018032168883645,5.3240078126406365,0.9669811320754716,0.4662066220722638,1.0050604522495434,3.535972182794162,1.1303575014663214,0.8846758646735929,0.80078125,205.0,50.62741699796952,0.9669811320754716,1.0050604522495434,3.535972182794162,0.4662066220722638,0.8846758646735929,1.1303575014663214,0.80078125,False,0,455.15627204941535,159.30469521729538,5,106.0,40.970562748477136,17.23114439129834,8.138907196278764,12.984999999999998,14.339696961966997,6.030900536954419,2.848617518697567,0.954954954954955,0.8814180338075426,0.7935455687775086,2.1171324326165912,0.47233700858480876
21,1768.5882352941176,38.36274509803921,rod,306.0,68.87005768508881,27.6752807594215,14.303179697483793,37.48499999999999,24.10452018978108,9.686348265797525,5.006112894119328,0.9503105590062112,0.8560931916162788,0.8107190854078155,3.9370391505585665,1.9349040804045914,0.5168214849135563,0.7555555555555556,306.0,68.87005768508881,0.9503105590062112,0.8107190854078155,3.9370391505585665,0.8560931916162788,0.5168214849135563,1.9349040804045914,0.7555555555555556,False,0,53.91375790131787,18.869815265461256,2,23.0,15.313708498984761,6.014475292448898,4.86335007099463,2.8174999999999994,5.359797974644666,2.105066352357114,1.7021725248481205,1.0,0.5883484054145521,1.232471678482232,1.2366938848016846,0.8086075400626399
22,42.73170731707317,64.19965967101531,hyperramified,1763.0,208.50966799187805,79.9128052656924,31.219381500730318,215.96749999999997,72.9783837971573,27.969481842992337,10.92678352525561,0.8431372549019608,0.9205316171167715,0.5095769590753658,4.965923678850208,2.5597177594252787,0.3906680712425597,0.5596825396825397,1763.0,208.50966799187805,0.8431372549019608,0.5095769590753658,4.965923678850208,0.9205316171167715,0.3906680712425597,2.5597177594252787,0.5596825396825397,True,1,191.61204904101524,67.06421716435533,1,414.0,75.94112549695427,24.84248416708596,21.446442810045557,50.714999999999996,26.579393923933992,8.694869458480085,7.5062549835159444,0.9517241379310345,0.5046961831082879,0.902103040067883,1.1583498665545453,0.8632970304338625
23,1994.9252873563219,39.45977011494253,rod,174.0,58.142135623730944,26.485146465549803,8.751155893604611,21.314999999999998,20.34974746830583,9.26980126294243,3.062904562761614,0.9830508474576272,0.9438348771957984,0.6468106358610662,4.40774392658497,3.026474078116387,0.3304175004275532,0.8365384615384616,174.0,58.142135623730944,0.9830508474576272,0.6468106358610662,4.40774392658497,0.9438348771957984,0.3304175004275532,3.026474078116387,0.8365384615384616,False,0,39.06563535376293,13.672972373817025,3,378.0,75.94112549695427,25.41172502599758,19.28785755562619,46.30499999999999,26.579393923933992,8.894103759099153,6.7507501444691655,0.9130434782608695,0.6510741882882853,0.8236592974532846,1.3174985844182099,0.7590140982516401
24,1639.1513353115727,43.4080118694362,ramified,674.0,117.49747468305831,45.692226006572625,20.89944747449927,82.56499999999998,41.12411613907041,15.992279102300417,7.314806616074743,0.8403990024937655,0.8892630531503127,0.6134973558970251,4.525833621082525,2.18628870750409,0.45739613280151803,0.5574855252274608,674.0,117.49747468305831,0.8403990024937655,0.6134973558970251,4.525833621082525,0.8892630531503127,0.45739613280151803,2.18628870750409,0.5574855252274608,False,0,182.00707440299868,63.702476041049536,2,23.0,15.313708498984761,6.014475292448898,4.86335007099463,2.8174999999999994,5.359797974644666,2.105066352357114,1.7021725248481205,1.0,0.5883484054145521,1.232471678482232,1.2366938848016846,0.8086075400626399
25,589.0346585117227,51.46075433231397,rod,981.0,147.39696961967,44.14537682856992,33.66268706175152,120.17249999999999,51.588939366884496,15.450881889999472,11.781940471613032,0.7822966507177034,0.6469391634796606,0.5674162402607292,4.706023062122114,1.3114038326051851,0.7625416177207884,0.6135084427767354,981.0,147.39696961967,0.7822966507177034,0.5674162402607292,4.706023062122114,0.6469391634796606,0.7625416177207884,1.3114038326051851,0.6135084427767354,True,1,130.21318951947617,45.57461633181666,4,1023.0,123.05382386916237,40.00585289510583,33.374036634627366,125.31749999999998,43.068838354206825,14.00204851328704,11.680912822119577,0.9542910447761194,0.5514183771272703,0.8489757201474484,1.1987118409763355,0.8342288495169221
26,681.3240058910162,67.46170839469808,hyperramified,1358.0,180.71067811865473,81.03521422891488,22.545461622834598,166.355,63.24873734152915,28.362324980120206,7.8909115679921085,0.8823911630929174,0.9605179335103833,0.5225670266154959,4.903813338844254,3.5943027286183584,0.2782180788607079,0.5388888888888889,1358.0,180.71067811865473,0.8823911630929174,0.5225670266154959,4.903813338844254,0.9605179335103833,0.2782180788607079,3.5943027286183584,0.5388888888888889,True,1,39.70629652615449,13.89720378415407,4,1023.0,123.05382386916237,40.00585289510583,33.374036634627366,125.31749999999998,43.068838354206825,14.00204851328704,11.680912822119577,0.9542910447761194,0.5514183771272703,0.8489757201474484,1.1987118409763355,0.8342288495169221
27,1817.4308035714287,62.499441964285715,rod,1792.0,179.29646455628165,59.66173638933389,40.50560661345674,219.51999999999998,62.75376259469857,20.88160773626686,14.176962314709858,0.9082615306639635,0.7342113154122065,0.7004939960026495,4.2354808586520365,1.4729253892845815,0.6789210147879334,0.735632183908046,1792.0,179.29646455628165,0.9082615306639635,0.7004939960026495,4.2354808586520365,0.7342113154122065,0.6789210147879334,1.4729253892845815,0.735632183908046,True,3,12.04061163877075,4.214214073569762,2,23.0,15.313708498984761,6.014475292448898,4.86335007099463,2.8174999999999994,5.359797974644666,2.105066352357114,1.7021725248481205,1.0,0.5883484054145521,1.232471678482232,1.2366938848016846,0.8086075400626399
28,109.71851851851852,40.58518518518518,rod,135.0,42.970562748477136,16.174868454631852,10.736447201647486,16.537499999999998,15.039696961966996,5.661203959121148,3.75775652057662,0.9246575342465754,0.7479337484606253,0.918758880532334,3.698317197822506,1.50653825710146,0.663773385963642,0.7417582417582417,135.0,42.970562748477136,0.9246575342465754,0.918758880532334,3.698317197822506,0.7479337484606253,0.663773385963642,1.50653825710146,0.7417582417582417,False,0,121.89698794043754,42.66394577915314,1,414.0,75.94112549695427,24.84248416708596,21.446442810045557,50.714999999999996,26.579393923933992,8.694869458480085,7.5062549835159444,0.9517241379310345,0.5046961831082879,0.902103040067883,1.1583498665545453,0.8632970304338625
29,1894.0477247502774,64.01553829078802,rod,901.0,119.7401153701776,41.273427164841195,28.317095742386822,110.37249999999999,41.90904037956216,14.445699507694417,9.910983509835388,0.9494204425711275,0.7275210136819761,0.7896875852643673,3.989121615594012,1.457544500337318,0.6860853989491031,0.6984496124031008,901.0,119.7401153701776,0.9494204425711275,0.7896875852643673,3.989121615594012,0.7275210136819761,0.6860853989491031,1.457544500337318,0.6984496124031008,False,0,67.74323113232494,23.710130896313725,3,378.0,75.94112549695427,25.41172502599758,19.28785755562619,46.30499999999999,26.579393923933992,8.894103759099153,6.7507501444691655,0.9130434782608695,0.6510741882882853,0.8236592974532846,1.3174985844182099,0.7590140982516401
30,480.08921330089214,66.37631792376318,rod,1233.0,142.8111831820431,48.5630951460254,34.220479243741565,151.0425,49.98391411371508,16.997083301108887,11.977167735309546,0.927765237020316,0.7095449487510157,0.7597111598689709,4.06706093197232,1.4191237592006223,0.7046601774628096,0.680088251516823,1233.0,142.8111831820431,0.927765237020316,0.7597111598689709,4.06706093197232,0.7095449487510157,0.7046601774628096,1.4191237592006223,0.680088251516823,True,1,234.20739547537806,81.97258841638232,4,1023.0,123.05382386916237,40.00585289510583,33.374036634627366,125.31749999999998,43.068838354206825,14.00204851328704,11.680912822119577,0.9542910447761194,0.5514183771272703,0.8489757201474484,1.1987118409763355,0.8342288495169221
31,650.131221719457,70.49773755656109,ramified,221.0,65.45584412271572,27.15477640073297,11.683166379330602,27.072499999999998,22.9095454429505,9.504171740256538,4.08910823276571,0.8435114503816794,0.9027128668445168,0.6481944107280537,4.403036554941429,2.324265145172813,0.4302435124825866,0.68,221.0,65.45584412271572,0.8435114503816794,0.6481944107280537,4.403036554941429,0.9027128668445168,0.4302435124825866,2.324265145172813,0.68,False,0,66.22610734432237,23.17913757051283,4,1023.0,123.05382386916237,40.00585289510583,33.374036634627366,125.31749999999998,43.068838354206825,14.00204851328704,11.680912822119577,0.9542910447761194,0.5514183771272703,0.8489757201474484,1.1987118409763355,0.8342288495169221
32,894.4646374216652,93.05550581915845,rod,1117.0,132.8111831820431,45.33397521177964,31.815921863861426,136.83249999999998,46.48391411371508,15.866891324122872,11.135572652351499,0.9506382978723404,0.712362338140241,0.7957813296511154,3.9738187918804333,1.4248832834629535,0.7018118688077091,0.6937888198757765,1117.0,132.8111831820431,0.9506382978723404,0.7957813296511154,3.9738187918804333,0.712362338140241,0.7018118688077091,1.4248832834629535,0.6937888198757765,False,0,181.52335153099557,63.53317303584844,4,1023.0,123.05382386916237,40.00585289510583,33.374036634627366,125.31749999999998,43.068838354206825,14.00204851328704,11.680912822119577,0.9542910447761194,0.5514183771272703,0.8489757201474484,1.1987118409763355,0.8342288495169221
33,92.94907033144705,90.6976556184317,rod,1237.0,153.88225099390857,62.51303644914366,26.498550362861216,151.53249999999997,53.858787847867994,21.87956275720028,9.274492627001425,0.9095588235294118,0.9057144323572518,0.6564512846248085,4.375258132673787,2.3591115586744773,0.42388838981479693,0.722969023962595,1237.0,153.88225099390857,0.9095588235294118,0.6564512846248085,4.375258132673787,0.9057144323572518,0.42388838981479693,2.3591115586744773,0.722969023962595,True,1,151.33618625370835,52.967665188797916,1,414.0,75.94112549695427,24.84248416708596,21.446442810045557,50.714999999999996,26.579393923933992,8.694869458480085,7.5062549835159444,0.9517241379310345,0.5046961831082879,0.902103040067883,1.1583498665545453,0.8632970304338625
34,525.26,86.45333333333333,rod,150.0,48.970562748477136,20.282203066113023,9.619206187302792,18.374999999999996,17.139696961966997,7.098771073139558,3.366722165555977,0.9316770186335404,0.880380354948156,0.7860151801056499,3.998429705023825,2.1085111048856846,0.47426831079185433,0.7177033492822966,150.0,48.970562748477136,0.9316770186335404,0.7860151801056499,3.998429705023825,0.880380354948156,0.47426831079185433,2.1085111048856846,0.7177033492822966,False,0,187.75528139467568,65.71434848813648,4,1023.0,123.05382386916237,40.00585289510583,33.374036634627366,125.31749999999998,43.068838354206825,14.00204851328704,11.680912822119577,0.9542910447761194,0.5514183771272703,0.8489757201474484,1.1987118409763355,0.8342288495169221
35,1382.6389020350214,112.12399432087079,hyperramified,2113.0,334.45079348883235,109.9779186857732,42.03856218418942,258.8425,117.05777772109131,38.49227154002062,14.713496764466298,0.564218958611482,0.9240608172332957,0.23738042319640884,7.275828976837886,2.6161198902072718,0.38224547878834836,0.3316070307595731,2113.0,334.45079348883235,0.564218958611482,0.23738042319640884,7.275828976837886,0.9240608172332957,0.38224547878834836,2.6161198902072718,0.3316070307595731,True,1,442.60207284964156,154.91072549737453,2,23.0,15.313708498984761,6.014475292448898,4.86335007099463,2.8174999999999994,5.359797974644666,2.105066352357114,1.7021725248481205,1.0,0.5883484054145521,1.232471678482232,1.2366938848016846,0.8086075400626399
36,1347.2894736842106,86.10526315789474,ameboid,76.0,29.899494936611664,11.148290248736956,8.711017708400442,9.309999999999999,10.464823227814081,3.9019015870579343,3.0488561979401547,0.9743589743589743,0.6240592657992816,1.068306207142514,3.429707286620955,1.2797919395785566,0.7813770106485483,0.8444444444444444,76.0,29.899494936611664,0.9743589743589743,1.068306207142514,3.429707286620955,0.6240592657992816,0.7813770106485483,1.2797919395785566,0.8444444444444444,False,0,472.34268097161265,165.31993834006443,5,106.0,40.970562748477136,17.23114439129834,8.138907196278764,12.984999999999998,14.339696961966997,6.030900536954419,2.848617518697567,0.954954954954955,0.8814180338075426,0.7935455687775086,2.1171324326165912,0.47233700858480876
37,716.5114503816794,98.04198473282443,ameboid,262.0,58.04163056034261,19.868157524001507,16.862399566899157,32.095,20.31457069611991,6.953855133400527,5.9018398484147045,0.9703703703703703,0.5288508001511333,0.9773091081425163,3.5858239112554964,1.1782520895188988,0.848714811452885,0.8111455108359134,262.0,58.04163056034261,0.9703703703703703,0.9773091081425163,3.5858239112554964,0.5288508001511333,0.848714811452885,1.1782520895188988,0.8111455108359134,True,1,7.473932230591604,2.6158762807070612,4,1023.0,123.05382386916237,40.00585289510583,33.374036634627366,125.31749999999998,43.068838354206825,14.00204851328704,11.680912822119577,0.9542910447761194,0.5514183771272703,0.8489757201474484,1.1987118409763355,0.8342288495169221
38,630.1275167785235,118.0,rod,745.0,113.49747468305831,42.256718958671556,23.368641958924734,91.26249999999999,39.72411613907041,14.789851635535044,8.179024685623656,0.9335839598997494,0.8331706288319866,0.7267645573269902,4.158225737959336,1.8082659246072819,0.5530160063250539,0.6663685152057245,745.0,113.49747468305831,0.9335839598997494,0.7267645573269902,4.158225737959336,0.8331706288319866,0.5530160063250539,1.8082659246072819,0.6663685152057245,True,1,86.96546149196405,30.437911522187417,4,1023.0,123.05382386916237,40.00585289510583,33.374036634627366,125.31749999999998,43.068838354206825,14.00204851328704,11.680912822119577,0.9542910447761194,0.5514183771272703,0.8489757201474484,1.1987118409763355,0.8342288495169221
