cell_type,centroid_x,centroid_y
iba1,135.59036144578315,2.9156626506024095
iba1,165.2622950819672,1.721311475409836
iba1,227.1934023285899,27.197930142302717
iba1,312.80493827160495,7.817283950617284
iba1,418.45926372963186,19.362703681351842
iba1,808.7358490566038,2.6792452830188678
iba1,841.824427480916,4.091603053435114
iba1,1085.0,9.698
iba1,1163.2638036809815,30.601784718349137
iba1,1213.5849056603774,12.44743935309973
iba1,1438.5062761506276,16.723849372384937
iba1,1493.4208893485006,9.846949327817994
iba1,1585.2677304964539,9.078014184397164
iba1,1702.2809839167455,22.44938505203406
iba1,1768.253112033195,6.730290456431535
iba1,1311.2445652173913,16.608695652173914
iba1,26.011834319526628,20.227810650887573
iba1,1005.7498649378714,47.35116153430578
iba1,1632.4788732394366,16.309859154929576
iba1,1295.5073170731707,28.795121951219514
iba1,1768.5882352941176,38.36274509803921
iba1,42.73170731707317,64.19965967101531
iba1,1994.9252873563219,39.45977011494253
iba1,1639.1513353115727,43.4080118694362
iba1,589.0346585117227,51.46075433231397
iba1,681.3240058910162,67.46170839469808
iba1,1817.4308035714287,62.499441964285715
iba1,109.71851851851852,40.58518518518518
iba1,1894.0477247502774,64.01553829078802
iba1,480.08921330089214,66.37631792376318
iba1,650.131221719457,70.49773755656109
iba1,894.4646374216652,93.05550581915845
iba1,92.94907033144705,90.6976556184317
iba1,525.26,86.45333333333333
iba1,1382.6389020350214,112.12399432087079
iba1,1347.2894736842106,86.10526315789474
iba1,716.5114503816794,98.04198473282443
iba1,630.1275167785235,118.0
iba1,1286.952566096423,123.28071539657854
iba1,763.8535688005886,148.61331861662987
iba1,1235.4173333333333,121.75733333333334
iba1,553.5619946091645,121.06199460916442
iba1,50.12807745504841,190.41742738589213
iba1,1644.1026694045174,147.18583162217658
iba1,1026.3194029850747,162.66169154228857
iba1,184.43034825870646,160.56218905472636
iba1,497.80263157894734,153.2828947368421
iba1,1461.031342651419,176.46378653113086
iba1,607.345717884131,184.71347607052897
iba1,1178.251282051282,163.86923076923077
iba1,1140.35382685069,166.14680050188207
iba1,1065.3940298507462,164.49850746268658
iba1,310.446511627907,165.28372093023256
iba1,690.2649842271294,191.1198738170347
iba1,431.4123076923077,199.96615384615384
iba1,1030.4473684210527,207.9724880382775
iba1,394.5812101910828,212.6671974522293
iba1,181.7006993006993,223.7804195804196
iba1,1581.3162055335968,216.68548842461885
iba1,309.38938580799044,218.3846153846154
iba1,1066.1615384615384,208.1346153846154
iba1,836.6986921529175,240.02867203219316
iba1,1091.433962264151,210.45283018867926
iba1,1252.9067930489732,231.07582938388626
iba1,1383.4607530312699,251.5137204850032
iba1,525.6168224299065,234.02803738317758
iba1,777.4649390243902,260.9923780487805
iba1,381.9945167923235,261.3817683344757
iba1,541.4895833333334,242.45833333333334
iba1,92.1828793774319,262.97665369649803
iba1,42.159685863874344,267.9528795811518
iba1,1020.5407854984894,279.8368580060423
iba1,664.9548693586698,281.2351543942993
iba1,514.4330708661417,280.8031496062992
iba1,633.8411214953271,276.0747663551402
iba1,1531.5642458100558,280.75977653631287
iba1,269.6143790849673,283.80392156862746
iba1,237.02857142857144,285.1904761904762
iba1,1436.0393700787401,285.46456692913387
iba1,724.1050756901158,300.56723063223507
iba1,848.0,294.6666666666667
iba1,1806.3455284552845,300.8252032520325
iba1,81.65520945220193,314.343716433942
iba1,136.66816952209197,323.3859332732191
iba1,1989.6833910034602,336.97231833910035
iba1,458.87250996015933,343.1561752988048
iba1,1769.3,332.6636363636364
iba1,888.7895335608646,345.71672354948805
iba1,1795.0324232081912,360.22184300341297
iba1,60.49966953073364,381.4897554527429
iba1,1614.5795454545455,386.0568181818182
iba1,1752.1145374449338,398.51762114537445
iba1,159.71669004207573,413.81393174380554
iba1,1896.7883211678832,407.4160583941606
iba1,1717.0,404.7241379310345
iba1,1805.5768482490273,423.33365758754866
iba1,700.5751445086705,420.10115606936415
iba1,1885.0030737704917,451.72233606557376
iba1,324.35062761506276,467.31799163179915
iba1,121.44016227180528,472.87525354969574
iba1,514.9608632040965,526.3972201901975
iba1,788.619305856833,485.49674620390454
iba1,1605.6085409252669,487.0391459074733
iba1,219.14493895234344,505.16226860968885
iba1,851.5971291866028,499.5827751196172
iba1,1925.8789743589743,507.1097435897436
iba1,1244.7214700193424,495.468085106383
iba1,275.109375,492.5625
iba1,1734.8834498834499,518.7342657342657
iba1,1405.8131313131314,524.6626262626263
iba1,304.792,515.0186666666667
iba1,1291.820512820513,507.997668997669
iba1,1630.6923076923076,501.1923076923077
iba1,103.04777070063695,515.9617834394904
iba1,894.5106382978723,512.3404255319149
iba1,770.3041237113403,532.125
iba1,1535.6324833702884,536.1862527716186
iba1,1240.689349112426,534.2514792899408
iba1,88.0,531.0
iba1,1002.7136094674556,552.4698224852071
iba1,1778.1203703703704,545.0833333333334
iba1,1676.5032967032967,560.6351648351648
iba1,536.0696864111499,560.9721254355401
iba1,953.3032544378698,561.5369822485208
iba1,351.1319796954315,556.4923857868021
iba1,1735.9657142857143,564.5485714285714
iba1,1928.4545454545455,557.2454545454545
iba1,1953.2320061255743,573.7159264931088
iba1,712.6190476190476,588.5888731730316
iba1,825.1142284569138,593.5470941883767
iba1,1137.1251541307029,604.4907521578299
iba1,531.3566878980891,597.1624203821656
iba1,1710.9650077760498,607.9813374805599
iba1,170.2642029784887,616.3618312189741
iba1,1294.895,593.84
iba1,64.21543209876543,620.6996913580247
iba1,918.2546689303905,606.1035653650255
iba1,1188.0815217391305,602.0434782608696
iba1,279.34375,599.46875
iba1,1491.1381215469614,607.4751381215469
iba1,1213.5188803802482,647.8766833905466
iba1,1093.167115902965,620.5741239892184
iba1,208.51162790697674,622.3023255813954
iba1,1939.6726649528707,649.4327335047129
iba1,937.4137931034483,626.1034482758621
iba1,1901.423076923077,629.3076923076923
iba1,675.0481927710844,636.3204819277108
iba1,1795.0212474297464,652.5366689513365
iba1,1695.5108695652175,634.304347826087
iba1,1632.247191011236,636.9775280898876
iba1,1390.6741573033707,646.2808988764045
iba1,1893.08,643.18
iba1,1713.2992125984251,657.5853018372703
iba1,1878.968085106383,656.1702127659574
iba1,1464.9150219298247,678.7203947368421
iba1,887.0929432013769,674.0542168674699
iba1,1653.0197044334975,679.3399014778325
iba1,1540.5559772296015,688.4914611005693
iba1,1674.509138381201,705.6454308093995
iba1,1251.1502242152467,696.6905829596412
iba1,1.88135593220339,696.8813559322034
iba1,1790.2369109947645,705.8664921465969
iba1,1389.593023255814,704.9186046511628
iba1,1964.4333333333334,714.3666666666667
iba1,1900.33014354067,724.8006379585327
iba1,737.195727482679,724.1714780600462
iba1,1856.3387096774193,730.5423387096774
iba1,494.8115015974441,723.0543130990416
iba1,1746.4742268041236,735.4948453608248
iba1,1348.2619047619048,760.1732348111658
iba1,605.2769736842105,761.6335526315789
iba1,537.4754098360655,744.0983606557377
iba1,716.6247838616715,766.8466858789625
iba1,1898.8434163701068,761.7508896797153
iba1,1685.3772421524664,795.9411434977578
iba1,1249.4561403508771,785.6228070175439
iba1,1024.3649459783915,799.2472989195678
iba1,1762.9658536585366,797.0271777003485
iba1,1303.3191489361702,818.2958776595744
iba1,1141.8174603174602,803.968253968254
iba1,605.4736467236468,816.6438746438746
iba1,1526.2850061957868,808.1610904584883
iba1,940.296875,805.171875
iba1,687.3103448275862,807.080459770115
iba1,1469.3120567375886,832.5224586288416
iba1,1860.0070671378091,818.4204946996466
iba1,1733.5454545454545,813.3090909090909
iba1,787.7285438765671,840.8003857280618
iba1,531.2464646464647,829.3515151515152
iba1,1208.0101351351352,833.6790540540541
iba1,862.7147102526003,852.7815750371471
iba1,1589.1272727272728,842.0181818181818
iba1,478.062292358804,866.6594684385382
iba1,1535.9277108433735,846.7650602409639
iba1,1068.3236363636363,868.6248484848485
iba1,1567.8504273504273,859.7051282051282
iba1,1984.3365200764817,858.0076481835564
iba1,637.2454268292682,871.7088414634146
iba1,1821.984126984127,857.0529100529101
iba1,1845.0203488372092,871.7209302325581
iba1,1269.634328358209,860.0099502487562
iba1,1678.7737068965516,869.5301724137931
iba1,923.204347826087,894.4768115942029
iba1,1802.5162932790224,910.245417515275
iba1,712.4112478031634,908.3014059753955
iba1,1019.4369973190348,898.5844504021447
iba1,1076.3001776198935,904.1971580817052
iba1,1402.340807174888,900.762331838565
iba1,1899.6046511627908,903.3546511627907
iba1,1232.9025787965616,919.0429799426934
iba1,1364.6794097920858,935.1931589537223
iba1,997.2902097902098,925.4055944055945
iba1,1688.9582850521438,936.9351100811124
iba1,1597.7947154471544,959.10027100271
iba1,632.4694683908046,967.3760775862069
iba1,1826.7541371158393,967.690780141844
iba1,1164.9801324503312,950.9933774834437
iba1,842.8887530562347,981.268337408313
iba1,997.2694229895502,979.5365742844161
iba1,1655.2880239520957,993.9784431137724
iba1,1906.5577427821522,989.6601049868766
iba1,1334.288,969.736
iba1,1446.8228346456692,979.3208661417323
iba1,926.1304,991.36
iba1,774.8621444201312,982.7789934354486
iba1,1110.8134715025906,986.9689119170985
iba1,1542.173828125,994.0904947916666
iba1,1360.0176991150443,990.7433628318585
iba1,1234.026722925457,1004.2334739803094
iba1,1508.7710843373493,996.6265060240963
iba1,1208.7908540685944,1040.0719569603227
iba1,1279.87219578518,1033.8436437797416
iba1,732.9565932259126,1062.1035843472541
iba1,1118.7620949844652,1078.1992898357746
iba1,1773.094890510949,1041.3211678832117
iba1,865.1034482758621,1041.4655172413793
iba1,901.958916083916,1067.8671328671328
iba1,1735.4545454545455,1052.9318181818182
iba1,1488.1158605174353,1076.5793025871767
iba1,1978.0079522862823,1070.5666003976144
iba1,1071.8601583113457,1079.1583113456463
iba1,1372.868237347295,1087.8132635253055
iba1,1045.5365853658536,1075.7439024390244
iba1,1855.1979264844485,1100.6635249764374
iba1,1940.2261306532664,1092.2412060301508
iba1,935.0883392226149,1100.148409893993
iba1,798.6059405940595,1113.429702970297
iba1,1067.3125,1107.9583333333333
iba1,1426.1818602498843,1146.0976399814901
iba1,1626.413965087282,1138.4014962593517
