metric,min,max,mean,median,std
area,50.0,4294.0,892.9781420765028,658.5,795.8764145781643
perimeter,23.65685424949238,436.8772003600252,121.85565612679872,107.7193000900063,75.8637622049349
solidity,0.5460926532522228,1.0,0.9001650412961001,0.9331965546460863,0.08355478581651286
eccentricity,0.2278062076632436,0.9955307825138351,0.7293390591160912,0.7604301475649268,0.17112290781169195
